,title,topic,link
856,"Celery, raw",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11143_100g.html
857,"Cereals ready-to-eat, and Raisins, Honey, Wheat, QUAKER 100% Natural Granola with Oats, QUAKER",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8218_100g.html
858,"Cereals ready-to-eat, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH, QUAKER",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8012_100g.html
859,"Cereals ready-to-eat, CHEERIOS, GENERAL MILLS",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8013_100g.html
860,"Cereals ready-to-eat, KASHI 7 Whole Grain Honey Puffs",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8389_100g.html
861,"Cereals ready-to-eat, KELLOGG'S ALL-BRAN Original, KELLOGG",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8001_100g.html
862,"Cereals ready-to-eat, KELLOGG'S COCOA KRISPIES, KELLOGG",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8014_100g.html
863,"Cereals ready-to-eat, KELLOGG'S FROOT LOOPS, KELLOGG",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8030_100g.html
864,"Cereals ready-to-eat, KELLOGG'S FROSTED FLAKES, KELLOGG",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8069_100g.html
865,"Cereals ready-to-eat, KELLOGG'S RAISIN BRAN, KELLOGG",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8060_100g.html
866,"Cereals ready-to-eat, LUCKY CHARMS, GENERAL MILLS",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8050_100g.html
867,"Cereals ready-to-eat, original big biscuit, Shredded Wheat, POST",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8147_100g.html
868,"Cereals ready-to-eat, RALSTON Corn Biscuits",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8505_100g.html
869,"Cereals ready-to-eat, RALSTON Corn Flakes",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8506_100g.html
870,"Cereals ready-to-eat, RALSTON Enriched Wheat Bran flakes",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8504_100g.html
871,"Cereals ready-to-eat, RALSTON TASTEEOS",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8074_100g.html
872,"Cereals ready-to-eat, UNCLE SAM CEREAL",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8435_100g.html
873,"Cereals ready-to-eat, WHEATIES, GENERAL MILLS",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8089_100g.html
874,"Cereals, dry, enriched, regular and quick, white, corn grits",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8090_100g.html
875,"Cereals, dry, plain, fortified, instant, oats",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8122_100g.html
876,"Cereals, dry, plain, instant, corn grits, QUAKER",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8092_100g.html
877,"Cereals, with salt, cooked with water (includes boiling and microwaving), unenriched, regular and quick and instant, oats",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8180_100g.html
878,"Cereals, with salt, cooked with water, enriched, regular and quick, white, corn grits",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8161_100g.html
879,"Cereals, without salt, cooked with water (includes boiling and microwaving), unenriched, regular and quick, oats",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8121_100g.html
880,"Cereals, without salt, cooked with water, enriched, regular and quick, white, corn grits",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8091_100g.html
881,"Cereals, without salt, cooked with water, quick (1-3 minutes), assorted brands including CREAM OF WHEAT, enriched, farina",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8105_100g.html
882,"Cereals, without salt, prepared (microwaved or boiling water added), plain, instant, corn grits, QUAKER",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_8093_100g.html
883,"Chard, raw, swiss",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11147_100g.html
884,"Chard, with salt, drained, boiled, cooked, swiss",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11765_100g.html
885,"Chard, without salt, drained, boiled, cooked, swiss",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11148_100g.html
886,"Cheese food, vitamin D fortified, American, pasteurized process",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1046_100g.html
887,"Cheese food, without added vitamin D, American, pasteurized process",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1254_100g.html
888,"Cheese product, vitamin D fortified, American, pasteurized process",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1252_100g.html
889,"Cheese, 2% milkfat, lowfat, cottage",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1015_100g.html
890,"Cheese, cheddar",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1009_100g.html
891,"Cheese, cream",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1017_100g.html
892,"Cheese, fortified with vitamin D, American, pasteurized process",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1042_100g.html
893,"Cheese, grated, parmesan",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1032_100g.html
894,"Cheese, large or small curd, creamed, cottage",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1012_100g.html
895,"Cheese, large or small curd, dry, uncreamed, nonfat, cottage",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1014_100g.html
896,"Cheese, Mexican blend",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1251_100g.html
897,"Cheese, part-skim, low moisture, mozzarella",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1029_100g.html
898,"Cheese, queso blanco, white",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1229_100g.html
899,"Cheese, queso fresco, fresh",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1228_100g.html
900,"Cheese, queso seco, dry white",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1227_100g.html
901,"Cheese, shredded, part-skim, low moisture, mozzarella",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1271_100g.html
902,"Cheese, swiss",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_1040_100g.html
903,"Cheesefurter, beef, pork, cheese smokie",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_7016_100g.html
904,"Chicken breast tenders, microwaved, cooked, breaded",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5326_100g.html
905,"Chicken breast tenders, uncooked, breaded",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5327_100g.html
906,"Chicken breast, prepackaged, sliced, rotisserie seasoned, deli",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_7961_100g.html
907,"Chicken patty, cooked, frozen",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5324_100g.html
908,"Chicken patty, uncooked, frozen",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5323_100g.html
909,"Chicken pot pie, prepared, frozen entree",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_22906_100g.html
910,"Chicken tenders, prepared, frozen, breaded",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_22978_100g.html
911,"Chicken, back meat and skin, BBQ, rotisserie, broiler",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5357_100g.html
912,"Chicken, back meat only, BBQ, rotisserie, broiler",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5693_100g.html
913,"Chicken, batter, fried, cooked, meat and skin, breast, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5058_100g.html
914,"Chicken, batter, fried, cooked, meat and skin, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5007_100g.html
915,"Chicken, braised, cooked, meat and skin, drumstick, dark meat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5676_100g.html
916,"Chicken, braised, cooked, meat and skin, thigh, dark meat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5677_100g.html
917,"Chicken, braised, cooked, meat only, boneless, skinless, breast, broiler or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5746_100g.html
918,"Chicken, braised, cooked, meat only, drumstick, dark meat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5671_100g.html
919,"Chicken, braised, cooked, meat only, thigh, dark meat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5672_100g.html
920,"Chicken, braised, cooked, skin (drumsticks and thighs)",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5673_100g.html
921,"Chicken, braised, cooked, with added solution, meat and skin, drumstick, dark meat",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5687_100g.html
922,"Chicken, braised, cooked, with added solution, meat and skin, thigh, dark meat",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5690_100g.html
923,"Chicken, braised, cooked, with added solution, meat only, drumstick, dark meat",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5680_100g.html
924,"Chicken, braised, cooked, with added solution, meat only, thigh, dark meat",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5681_100g.html
925,"Chicken, braised, cooked, with added solution, skin (drumsticks and thighs)",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5684_100g.html
926,"Chicken, breast meat and skin, BBQ, rotisserie, broiler",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5358_100g.html
927,"Chicken, breast meat only, BBQ, rotisserie, broiler",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5000_100g.html
928,"Chicken, cooked simmered, meat and skin, neck, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5087_100g.html
929,"Chicken, drumstick meat and skin, BBQ, rotisserie, broiler",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5359_100g.html
930,"Chicken, flour, fried, cooked, meat and skin, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5008_100g.html
931,"Chicken, flour, fried, cooked, meat and skin, light meat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5031_100g.html
932,"Chicken, fried, cooked, meat only, breast, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5063_100g.html
933,"Chicken, fried, cooked, meat only, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5012_100g.html
934,"Chicken, grilled, cooked, meat only, boneless, skinless, breast, broiler or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5747_100g.html
935,"Chicken, grilled, cooked, with added solution, meat only, boneless, skinless, breast, broiler or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5749_100g.html
936,"Chicken, meat only, drumstick, BBQ, rotisserie, broiler",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5319_100g.html
937,"Chicken, meat only, thigh, BBQ, rotisserie, broiler",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5334_100g.html
938,"Chicken, no broth, canned",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5311_100g.html
939,"Chicken, original seasoning, rotisserie, cooked, meat and skin, back, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5347_100g.html
940,"Chicken, original seasoning, rotisserie, cooked, meat and skin, breast, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5348_100g.html
941,"Chicken, original seasoning, rotisserie, cooked, meat and skin, drumstick, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5349_100g.html
942,"Chicken, original seasoning, rotisserie, cooked, meat and skin, thigh, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5351_100g.html
943,"Chicken, original seasoning, rotisserie, cooked, meat and skin, wing, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5352_100g.html
944,"Chicken, original seasoning, rotisserie, cooked, meat only, back, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5341_100g.html
945,"Chicken, original seasoning, rotisserie, cooked, meat only, breast, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5342_100g.html
946,"Chicken, original seasoning, rotisserie, cooked, meat only, drumstick, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5343_100g.html
947,"Chicken, original seasoning, rotisserie, cooked, meat only, thigh, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5345_100g.html
948,"Chicken, original seasoning, rotisserie, cooked, meat only, wing, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5346_100g.html
949,"Chicken, original seasoning, rotisserie, cooked, skin only, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5344_100g.html
950,"Chicken, pan-browned, cooked, crumbles, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5333_100g.html
951,"Chicken, pan-fried, cooked, all classes, liver",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5661_100g.html
952,"Chicken, raw, all classes, liver",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5027_100g.html
953,"Chicken, raw, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5332_100g.html
954,"Chicken, raw, meat and skin, breast, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5057_100g.html
955,"Chicken, raw, meat and skin, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5006_100g.html
956,"Chicken, raw, meat and skin, drumstick, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5066_100g.html
957,"Chicken, raw, meat and skin, leg, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5075_100g.html
958,"Chicken, raw, meat and skin, thigh, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5091_100g.html
959,"Chicken, raw, meat and skin, wing, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5100_100g.html
960,"Chicken, raw, meat only, boneless, skinless, breast, broiler or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5062_100g.html
961,"Chicken, raw, meat only, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5011_100g.html
962,"Chicken, raw, meat only, drumstick, dark meat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5071_100g.html
963,"Chicken, raw, meat only, leg, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5080_100g.html
964,"Chicken, raw, meat only, thigh, dark meat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5096_100g.html
965,"Chicken, raw, meat only, wing, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5105_100g.html
966,"Chicken, raw, separable fat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5047_100g.html
967,"Chicken, raw, skin (drumsticks and thighs)",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5674_100g.html
968,"Chicken, raw, with added solution, meat and skin, drumstick, dark meat",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5688_100g.html
969,"Chicken, raw, with added solution, meat and skin, thigh, dark meat",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5691_100g.html
970,"Chicken, raw, with added solution, meat only, boneless, skinless, breast, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5314_100g.html
971,"Chicken, raw, with added solution, meat only, drumstick, dark meat",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5678_100g.html
972,"Chicken, raw, with added solution, meat only, thigh, dark meat",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5682_100g.html
973,"Chicken, raw, with added solution, skin (drumsticks and thighs)",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5685_100g.html
974,"Chicken, roasted, cooked, meat and skin, back, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5051_100g.html
975,"Chicken, roasted, cooked, meat and skin, breast, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5060_100g.html
976,"Chicken, roasted, cooked, meat and skin, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5009_100g.html
977,"Chicken, roasted, cooked, meat and skin, cornish game hens",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5308_100g.html
978,"Chicken, roasted, cooked, meat and skin, drumstick, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5069_100g.html
979,"Chicken, roasted, cooked, meat and skin, leg, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5078_100g.html
980,"Chicken, roasted, cooked, meat and skin, thigh, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5094_100g.html
981,"Chicken, roasted, cooked, meat and skin, wing, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5103_100g.html
982,"Chicken, roasted, cooked, meat only, breast, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5064_100g.html
983,"Chicken, roasted, cooked, meat only, cornish game hens",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5310_100g.html
984,"Chicken, roasted, cooked, meat only, dark meat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5045_100g.html
985,"Chicken, roasted, cooked, meat only, drumstick, dark meat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5073_100g.html
986,"Chicken, roasted, cooked, meat only, leg, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5082_100g.html
987,"Chicken, roasted, cooked, meat only, light meat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5041_100g.html
988,"Chicken, roasted, cooked, meat only, light meat, roasting",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5118_100g.html
989,"Chicken, roasted, cooked, meat only, thigh, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5098_100g.html
990,"Chicken, roasted, cooked, meat only, wing, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5107_100g.html
991,"Chicken, roasted, cooked, skin (drumsticks and thighs)",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5675_100g.html
992,"Chicken, roasted, cooked, skin only, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5018_100g.html
993,"Chicken, roasted, cooked, with added solution, meat and skin, drumstick, dark meat",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5689_100g.html
994,"Chicken, roasted, cooked, with added solution, meat and skin, thigh, dark meat",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5692_100g.html
995,"Chicken, roasted, cooked, with added solution, meat only, drumstick, dark meat",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5679_100g.html
996,"Chicken, roasted, cooked, with added solution, meat only, thigh, dark meat",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5683_100g.html
997,"Chicken, roasted, cooked, with added solution, skin (drumsticks and thighs)",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5686_100g.html
998,"Chicken, roasted, meat and skin and giblets and neck, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5004_100g.html
999,"Chicken, roasted, meat only, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5013_100g.html
1000,"Chicken, simmered, cooked, all classes, gizzard",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5024_100g.html
1001,"Chicken, simmered, cooked, all classes, liver",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5028_100g.html
1002,"Chicken, simmered, cooked, giblets, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5022_100g.html
1003,"Chicken, stewed, cooked, and giblets and neck, meat and skin, stewing",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5122_100g.html
1004,"Chicken, stewed, cooked, meat and skin, back, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5052_100g.html
1005,"Chicken, stewed, cooked, meat and skin, breast, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5061_100g.html
1006,"Chicken, stewed, cooked, meat and skin, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5010_100g.html
1007,"Chicken, stewed, cooked, meat and skin, drumstick, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5070_100g.html
1008,"Chicken, stewed, cooked, meat and skin, leg, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5079_100g.html
1009,"Chicken, stewed, cooked, meat and skin, thigh, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5095_100g.html
1010,"Chicken, stewed, cooked, meat and skin, wing, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5104_100g.html
1011,"Chicken, stewed, cooked, meat only, breast, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5065_100g.html
1012,"Chicken, stewed, cooked, meat only, dark meat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5046_100g.html
1013,"Chicken, stewed, cooked, meat only, drumstick, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5074_100g.html
1014,"Chicken, stewed, cooked, meat only, leg, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5083_100g.html
1015,"Chicken, stewed, cooked, meat only, light meat, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5042_100g.html
1016,"Chicken, stewed, cooked, meat only, thigh, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5099_100g.html
1017,"Chicken, stewed, cooked, meat only, wing, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5108_100g.html
1018,"Chicken, stewed, meat only, broilers or fryers",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5014_100g.html
1019,"Chicken, thigh meat and skin, BBQ, rotisserie, broiler",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5361_100g.html
1020,"Chicken, with broth, meat only, canned",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_5277_100g.html
1021,"Chokecherries, pitted (Northern Plains Indians), raw",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_35204_100g.html
1022,"Chorizo, pork and beef",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_7019_100g.html
1023,"Cinnamon buns, frosted (includes honey buns)",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_18964_100g.html
1024,"Clementines, raw",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_9433_100g.html
1025,Clif Z bar,Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_3000_100g.html
1026,"Collards, raw",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11161_100g.html
1027,"Collards, with salt, drained, boiled, cooked",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11768_100g.html
1028,"Collards, with salt, drained, boiled, cooked, chopped, frozen",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11769_100g.html
1029,"Collards, without salt, drained, boiled, cooked",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11162_100g.html
1030,"Collards, without salt, drained, boiled, cooked, chopped, frozen",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11164_100g.html
1031,"Cookies, enriched, higher fat, regular, commercially prepared, chocolate chip",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_18159_100g.html
1032,"Cookies, regular, sugar wafers with creme filling",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_18209_100g.html
1033,"Cookies, regular, with creme filling, chocolate sandwich",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_18166_100g.html
1034,"Corn bran, crude",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_20015_100g.html
1035,"Corn, drained solids, whole kernel, canned, white, sweet",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11905_100g.html
1036,"Corn, with salt, drained, boiled, kernels cut off cob, frozen, white, sweet",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11912_100g.html
1037,"Corn, without salt, drained, boiled, kernels cut off cob, frozen, white, sweet",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11911_100g.html
1038,"Corn, without salt, drained, boiled, kernels cut off cob, frozen, yellow, sweet",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_11179_100g.html
1039,"Cornmeal, white, enriched, degermed",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_20322_100g.html
1040,"Cornmeal, white, unenriched, degermed",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_20522_100g.html
1041,"Cornmeal, white, whole-grain",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_20320_100g.html
1042,"Cornmeal, yellow, enriched, degermed",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_20022_100g.html
1043,"Cornmeal, yellow, unenriched, degermed",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_20422_100g.html
1044,"Cornmeal, yellow, whole-grain",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_20020_100g.html
1045,"Crackers, low salt (includes oyster, soda, soup), saltines",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_18425_100g.html
1046,"Crackers, regular, cheese",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_18214_100g.html
1047,"Crackers, regular, standard snack-type",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_18229_100g.html
1048,"Crackers, saltines (includes oyster, soda, soup)",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_18228_100g.html
1049,"Crackers, whole wheat (includes multi-grain), saltines",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_18966_100g.html
1050,"Cranberries, raw",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_9078_100g.html
1051,"Cranberry juice cocktail, bottled",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_14242_100g.html
1052,"Cream puff, iced, custard or cream filled, eclair",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_18969_100g.html
